category,ds,y
Dairy,2025-02-22,161
Dairy,2025-02-23,163
Dairy,2025-02-24,150
Dairy,2025-02-25,143
Dairy,2025-02-26,125
Dairy,2025-02-27,131
Dairy,2025-02-28,132
Dairy,2025-03-01,146
Dairy,2025-03-02,154
Dairy,2025-03-03,147
Dairy,2025-03-04,145
Dairy,2025-03-05,116
Dairy,2025-03-06,123
Dairy,2025-03-07,131
Dairy,2025-03-08,161
Dairy,2025-03-09,162
Dairy,2025-03-10,121
Dairy,2025-03-11,138
Dairy,2025-03-12,125
Dairy,2025-03-13,138
Dairy,2025-03-14,148
Dairy,2025-03-15,145
Dairy,2025-03-16,165
Dairy,2025-03-17,137
Dairy,2025-03-18,112
Dairy,2025-03-19,113
Dairy,2025-03-20,154
Dairy,2025-03-21,158
Dairy,2025-03-22,129
Dairy,2025-03-23,161
Dairy,2025-03-24,135
Dairy,2025-03-25,118
Dairy,2025-03-26,117
Dairy,2025-03-27,159
Dairy,2025-03-28,154
Dairy,2025-03-29,137
Dairy,2025-03-30,132
Dairy,2025-03-31,127
Dairy,2025-04-01,148
Dairy,2025-04-02,149
Dairy,2025-04-03,145
Dairy,2025-04-04,153
Dairy,2025-04-05,131
Dairy,2025-04-06,134
Dairy,2025-04-07,141
Dairy,2025-04-08,142
Dairy,2025-04-09,157
Dairy,2025-04-10,146
Dairy,2025-04-11,121
Dairy,2025-04-12,170
Dairy,2025-04-13,141
Dairy,2025-04-14,140
Dairy,2025-04-15,122
Dairy,2025-04-16,146
Dairy,2025-04-17,148
Dairy,2025-04-18,145
Dairy,2025-04-19,132
Dairy,2025-04-20,127
Dairy,2025-04-21,136
Dairy,2025-04-22,116
Dairy,2025-04-23,138
Dairy,2025-04-24,123
Dairy,2025-04-25,147
Dairy,2025-04-26,157
Dairy,2025-04-27,159
Dairy,2025-04-28,165
Dairy,2025-04-29,140
Dairy,2025-04-30,162
Dairy,2025-05-01,144
Dairy,2025-05-02,123
Dairy,2025-05-03,144
Dairy,2025-05-04,134
Dairy,2025-05-05,136
Dairy,2025-05-06,114
Dairy,2025-05-07,167
Dairy,2025-05-08,155
Dairy,2025-05-09,133
Dairy,2025-05-10,163
Dairy,2025-05-11,174
Dairy,2025-05-12,122
Dairy,2025-05-13,148
Dairy,2025-05-14,125
Dairy,2025-05-15,136
Dairy,2025-05-16,155
Dairy,2025-05-17,181
Dairy,2025-05-18,168
Dairy,2025-05-19,129
Dairy,2025-05-20,142
Dairy,2025-05-21,129
Dairy,2025-05-22,131
Dairy,2025-05-23,151
Dairy,2025-05-24,174
Dairy,2025-05-25,171
Dairy,2025-05-26,152
Dairy,2025-05-27,158
Dairy,2025-05-28,135
Dairy,2025-05-29,131
Dairy,2025-05-30,138
Dairy,2025-05-31,162
Dairy,2025-06-01,165
Dairy,2025-06-02,161
Dairy,2025-06-03,126
Dairy,2025-06-04,166
Dairy,2025-06-05,117
Dairy,2025-06-06,142
Dairy,2025-06-07,174
Dairy,2025-06-08,155
Dairy,2025-06-09,166
Dairy,2025-06-10,157
Dairy,2025-06-11,163
Dairy,2025-06-12,118
Dairy,2025-06-13,148
Dairy,2025-06-14,172
Dairy,2025-06-15,155
Dairy,2025-06-16,128
Dairy,2025-06-17,141
Dairy,2025-06-18,142
Dairy,2025-06-19,155
Dairy,2025-06-20,183
Dairy,2025-06-21,154
Dairy,2025-06-22,153
Dairy,2025-06-23,152
Dairy,2025-06-24,157
Dairy,2025-06-25,118
Dairy,2025-06-26,119
Dairy,2025-06-27,138
Dairy,2025-06-28,177
Dairy,2025-06-29,140
Dairy,2025-06-30,161
Dairy,2025-07-01,139
Dairy,2025-07-02,122
Dairy,2025-07-03,136
Dairy,2025-07-04,146
Dairy,2025-07-05,148
Dairy,2025-07-06,161
Dairy,2025-07-07,141
Dairy,2025-07-08,128
Dairy,2025-07-09,158
Dairy,2025-07-10,130
Dairy,2025-07-11,134
Dairy,2025-07-12,132
Dairy,2025-07-13,189
Dairy,2025-07-14,166
Dairy,2025-07-15,143
Dairy,2025-07-16,130
Dairy,2025-07-17,130
Dairy,2025-07-18,150
Dairy,2025-07-19,151
Dairy,2025-07-20,182
Dairy,2025-07-21,151
Dairy,2025-07-22,170
Dairy,2025-07-23,138
Dairy,2025-07-24,120
Dairy,2025-07-25,142
Dairy,2025-07-26,152
Dairy,2025-07-27,172
Dairy,2025-07-28,174
Dairy,2025-07-29,143
Dairy,2025-07-30,144
Dairy,2025-07-31,139
Dairy,2025-08-01,151
Dairy,2025-08-02,163
Dairy,2025-08-03,160
Dairy,2025-08-04,148
Dairy,2025-08-05,152
Dairy,2025-08-06,152
Dairy,2025-08-07,144
Dairy,2025-08-08,136
Dairy,2025-08-09,175
Dairy,2025-08-10,177
Dairy,2025-08-11,133
Dairy,2025-08-12,159
Dairy,2025-08-13,130
Dairy,2025-08-14,144
Dairy,2025-08-15,159
Dairy,2025-08-16,164
Dairy,2025-08-17,167
Dairy,2025-08-18,159
Dairy,2025-08-19,124
Dairy,2025-08-20,134
Dairy,2025-08-21,144
Dairy,2025-08-22,149
Dairy,2025-08-23,179
Dairy,2025-08-24,159
Dairy,2025-08-25,148
Dairy,2025-08-26,134
Dairy,2025-08-27,134
Dairy,2025-08-28,139
Dairy,2025-08-29,147
Dairy,2025-08-30,138
Dairy,2025-08-31,153
Dairy,2025-09-01,153
Dairy,2025-09-02,160
Dairy,2025-09-03,149
Dairy,2025-09-04,126
Dairy,2025-09-05,152
Dairy,2025-09-06,167
Dairy,2025-09-07,172
Dairy,2025-09-08,190
Dairy,2025-09-09,148
Dairy,2025-09-10,122
Dairy,2025-09-11,152
Dairy,2025-09-12,132
Dairy,2025-09-13,154
Dairy,2025-09-14,184
Dairy,2025-09-15,159
Dairy,2025-09-16,131
Dairy,2025-09-17,179
Dairy,2025-09-18,155
Dairy,2025-09-19,131
Dairy,2025-09-20,166
Dairy,2025-09-21,169
Dairy,2025-09-22,149
Dairy,2025-09-23,150
Dairy,2025-09-24,148
Dairy,2025-09-25,169
Dairy,2025-09-26,132
Dairy,2025-09-27,143
Dairy,2025-09-28,155
Dairy,2025-09-29,158
Dairy,2025-09-30,171
Dairy,2025-10-01,147
Dairy,2025-10-02,156
Dairy,2025-10-03,140
Dairy,2025-10-04,147
Dairy,2025-10-05,190
Dairy,2025-10-06,117
Dairy,2025-10-07,158
Dairy,2025-10-08,131
Dairy,2025-10-09,157
Dairy,2025-10-10,169
Dairy,2025-10-11,186
Dairy,2025-10-12,169
Dairy,2025-10-13,136
Dairy,2025-10-14,114
Dairy,2025-10-15,125
Dairy,2025-10-16,142
Dairy,2025-10-17,166
Dairy,2025-10-18,171
Dairy,2025-10-19,179
Dairy,2025-10-20,125
Dairy,2025-10-21,178
Dairy,2025-10-22,163
Dairy,2025-10-23,177
Dairy,2025-10-24,141
Dairy,2025-10-25,204
Dairy,2025-10-26,172
Dairy,2025-10-27,160
Dairy,2025-10-28,144
Dairy,2025-10-29,135
Dairy,2025-10-30,154
Dairy,2025-10-31,146
Dairy,2025-11-01,136
Dairy,2025-11-02,160
Dairy,2025-11-03,128
Dairy,2025-11-04,181
Dairy,2025-11-05,153
Dairy,2025-11-06,160
Dairy,2025-11-07,162
Dairy,2025-11-08,191
Dairy,2025-11-09,175
Dairy,2025-11-10,180
Dairy,2025-11-11,147
Dairy,2025-11-12,163
Dairy,2025-11-13,133
Dairy,2025-11-14,159
Dairy,2025-11-15,187
Dairy,2025-11-16,159
Dairy,2025-11-17,145
Dairy,2025-11-18,111
Dairy,2025-11-19,166
Dairy,2025-11-20,144
Dairy,2025-11-21,121
Dairy,2025-11-22,160
Dairy,2025-11-23,185
Dairy,2025-11-24,152
Dairy,2025-11-25,158
Dairy,2025-11-26,153
Dairy,2025-11-27,148
Dairy,2025-11-28,152
Dairy,2025-11-29,157
Dairy,2025-11-30,166
Dairy,2025-12-01,132
Dairy,2025-12-02,195
Dairy,2025-12-03,123
Dairy,2025-12-04,140
Dairy,2025-12-05,150
Dairy,2025-12-06,171
Dairy,2025-12-07,184
Dairy,2025-12-08,140
Dairy,2025-12-09,154
Dairy,2025-12-10,129
Dairy,2025-12-11,123
Dairy,2025-12-12,142
Dairy,2025-12-13,175
Dairy,2025-12-14,180
Dairy,2025-12-15,174
Dairy,2025-12-16,139
Dairy,2025-12-17,147
Dairy,2025-12-18,150
Dairy,2025-12-19,128
Dairy,2025-12-20,174
Dairy,2025-12-21,167
Dairy,2025-12-22,178
Dairy,2025-12-23,120
Dairy,2025-12-24,182
Dairy,2025-12-25,168
Dairy,2025-12-26,142
Dairy,2025-12-27,158
Dairy,2025-12-28,139
Dairy,2025-12-29,134
Dairy,2025-12-30,161
Dairy,2025-12-31,140
Dairy,2026-01-01,155
Dairy,2026-01-02,169
Dairy,2026-01-03,176
Dairy,2026-01-04,179
Dairy,2026-01-05,167
Dairy,2026-01-06,173
Dairy,2026-01-07,130
Dairy,2026-01-08,158
Dairy,2026-01-09,146
Dairy,2026-01-10,179
Dairy,2026-01-11,187
Dairy,2026-01-12,124
Dairy,2026-01-13,142
Dairy,2026-01-14,147
Dairy,2026-01-15,139
Dairy,2026-01-16,128
Dairy,2026-01-17,155
Dairy,2026-01-18,204
Dairy,2026-01-19,154
Dairy,2026-01-20,159
Dairy,2026-01-21,170
Dairy,2026-01-22,125
Dairy,2026-01-23,150
Dairy,2026-01-24,193
Dairy,2026-01-25,179
Dairy,2026-01-26,157
Dairy,2026-01-27,145
Dairy,2026-01-28,170
Dairy,2026-01-29,159
Dairy,2026-01-30,154
Dairy,2026-01-31,167
Dairy,2026-02-01,191
Dairy,2026-02-02,157
Dairy,2026-02-03,158
Dairy,2026-02-04,150
Dairy,2026-02-05,148
Dairy,2026-02-06,179
Dairy,2026-02-07,171
Dairy,2026-02-08,148
Dairy,2026-02-09,185
Dairy,2026-02-10,175
Dairy,2026-02-11,154
Dairy,2026-02-12,162
Dairy,2026-02-13,175
Dairy,2026-02-14,195
Dairy,2026-02-15,166
Dairy,2026-02-16,160
Dairy,2026-02-17,146
Dairy,2026-02-18,151
Dairy,2026-02-19,143
Dairy,2026-02-20,153
Dairy,2026-02-21,160
Dairy,2026-02-22,175
Dairy,2026-02-23,155
Dairy,2026-02-24,182
Dairy,2026-02-25,171
Dairy,2026-02-26,162
Dairy,2026-02-27,160
Dairy,2026-02-28,166
Dairy,2026-03-01,153
Dairy,2026-03-02,133
Dairy,2026-03-03,167
Dairy,2026-03-04,154
Dairy,2026-03-05,157
Dairy,2026-03-06,160
Dairy,2026-03-07,180
Dairy,2026-03-08,182
Dairy,2026-03-09,147
Dairy,2026-03-10,136
Dairy,2026-03-11,171
Dairy,2026-03-12,142
Dairy,2026-03-13,147
Dairy,2026-03-14,154
Dairy,2026-03-15,164
Dairy,2026-03-16,180
Dairy,2026-03-17,167
Dairy,2026-03-18,168
Dairy,2026-03-19,179
Dairy,2026-03-20,153
Dairy,2026-03-21,145
Dairy,2026-03-22,193
Dairy,2026-03-23,145
Dairy,2026-03-24,149
Dairy,2026-03-25,131
Dairy,2026-03-26,173
Dairy,2026-03-27,144
Dairy,2026-03-28,174
Dairy,2026-03-29,177
Dairy,2026-03-30,141
Dairy,2026-03-31,161
Dairy,2026-04-01,150
Dairy,2026-04-02,136
Dairy,2026-04-03,167
Dairy,2026-04-04,183
Dairy,2026-04-05,156
Dairy,2026-04-06,145
Proteins,2024-04-07,199
Proteins,2024-04-08,186
Proteins,2024-04-09,187
Proteins,2024-04-10,185
Proteins,2024-04-11,177
Proteins,2024-04-12,217
Proteins,2024-04-13,223
Proteins,2024-04-14,179
Proteins,2024-04-15,180
Proteins,2024-04-16,201
Proteins,2024-04-17,174
Proteins,2024-04-18,163
Proteins,2024-04-19,214
Proteins,2024-04-20,202
Proteins,2024-04-21,183
Proteins,2024-04-22,198
Proteins,2024-04-23,178
Proteins,2024-04-24,162
Proteins,2024-04-25,208
Proteins,2024-04-26,160
Proteins,2024-04-27,189
Proteins,2024-04-28,194
Proteins,2024-04-29,172
Proteins,2024-04-30,184
Proteins,2024-05-01,174
Proteins,2024-05-02,170
Proteins,2024-05-03,188
Proteins,2024-05-04,206
Proteins,2024-05-05,198
Proteins,2024-05-06,190
Proteins,2024-05-07,158
Proteins,2024-05-08,198
Proteins,2024-05-09,169
Proteins,2024-05-10,160
Proteins,2024-05-11,224
Proteins,2024-05-12,218
Proteins,2024-05-13,206
Proteins,2024-05-14,172
Proteins,2024-05-15,214
Proteins,2024-05-16,184
Proteins,2024-05-17,162
Proteins,2024-05-18,209
Proteins,2024-05-19,209
Proteins,2024-05-20,193
Proteins,2024-05-21,174
Proteins,2024-05-22,201
Proteins,2024-05-23,152
Proteins,2024-05-24,187
Proteins,2024-05-25,208
Proteins,2024-05-26,202
Proteins,2024-05-27,178
Proteins,2024-05-28,175
Proteins,2024-05-29,189
Proteins,2024-05-30,197
Proteins,2024-05-31,183
Proteins,2024-06-01,189
Proteins,2024-06-02,221
Proteins,2024-06-03,163
Proteins,2024-06-04,205
Proteins,2024-06-05,174
Proteins,2024-06-06,207
Proteins,2024-06-07,174
Proteins,2024-06-08,225
Proteins,2024-06-09,226
Proteins,2024-06-10,175
Proteins,2024-06-11,193
Proteins,2024-06-12,194
Proteins,2024-06-13,187
Proteins,2024-06-14,177
Proteins,2024-06-15,227
Proteins,2024-06-16,224
Proteins,2024-06-17,185
Proteins,2024-06-18,178
Proteins,2024-06-19,197
Proteins,2024-06-20,196
Proteins,2024-06-21,199
Proteins,2024-06-22,216
Proteins,2024-06-23,214
Proteins,2024-06-24,207
Proteins,2024-06-25,184
Proteins,2024-06-26,181
Proteins,2024-06-27,186
Proteins,2024-06-28,188
Proteins,2024-06-29,222
Proteins,2024-06-30,212
Proteins,2024-07-01,200
Proteins,2024-07-02,174
Proteins,2024-07-03,217
Proteins,2024-07-04,201
Proteins,2024-07-05,207
Proteins,2024-07-06,238
Proteins,2024-07-07,211
Proteins,2024-07-08,163
Proteins,2024-07-09,191
Proteins,2024-07-10,180
Proteins,2024-07-11,183
Proteins,2024-07-12,189
Proteins,2024-07-13,224
Proteins,2024-07-14,239
Proteins,2024-07-15,177
Proteins,2024-07-16,171
Proteins,2024-07-17,182
Proteins,2024-07-18,181
Proteins,2024-07-19,184
Proteins,2024-07-20,226
Proteins,2024-07-21,206
Proteins,2024-07-22,213
Proteins,2024-07-23,169
Proteins,2024-07-24,198
Proteins,2024-07-25,191
Proteins,2024-07-26,190
Proteins,2024-07-27,212
Proteins,2024-07-28,231
Proteins,2024-07-29,186
Proteins,2024-07-30,197
Proteins,2024-07-31,158
Proteins,2024-08-01,209
Proteins,2024-08-02,197
Proteins,2024-08-03,222
Proteins,2024-08-04,201
Proteins,2024-08-05,183
Proteins,2024-08-06,174
Proteins,2024-08-07,188
Proteins,2024-08-08,192
Proteins,2024-08-09,185
Proteins,2024-08-10,216
Proteins,2024-08-11,204
Proteins,2024-08-12,226
Proteins,2024-08-13,226
Proteins,2024-08-14,168
Proteins,2024-08-15,182
Proteins,2024-08-16,174
Proteins,2024-08-17,220
Proteins,2024-08-18,216
Proteins,2024-08-19,212
Proteins,2024-08-20,195
Proteins,2024-08-21,176
Proteins,2024-08-22,184
Proteins,2024-08-23,212
Proteins,2024-08-24,224
Proteins,2024-08-25,213
Proteins,2024-08-26,183
Proteins,2024-08-27,174
Proteins,2024-08-28,193
Proteins,2024-08-29,213
Proteins,2024-08-30,192
Proteins,2024-08-31,194
Proteins,2024-09-01,208
Proteins,2024-09-02,182
Proteins,2024-09-03,187
Proteins,2024-09-04,191
Proteins,2024-09-05,208
Proteins,2024-09-06,178
Proteins,2024-09-07,230
Proteins,2024-09-08,187
Proteins,2024-09-09,182
Proteins,2024-09-10,200
Proteins,2024-09-11,170
Proteins,2024-09-12,203
Proteins,2024-09-13,185
Proteins,2024-09-14,208
Proteins,2024-09-15,204
Proteins,2024-09-16,179
Proteins,2024-09-17,157
Proteins,2024-09-18,207
Proteins,2024-09-19,208
Proteins,2024-09-20,171
Proteins,2024-09-21,184
Proteins,2024-09-22,218
Proteins,2024-09-23,179
Proteins,2024-09-24,200
Proteins,2024-09-25,195
Proteins,2024-09-26,199
Proteins,2024-09-27,230
Proteins,2024-09-28,238
Proteins,2024-09-29,231
Proteins,2024-09-30,198
Proteins,2024-10-01,195
Proteins,2024-10-02,221
Proteins,2024-10-03,193
Proteins,2024-10-04,213
Proteins,2024-10-05,216
Proteins,2024-10-06,217
Proteins,2024-10-07,192
Proteins,2024-10-08,188
Proteins,2024-10-09,180
Proteins,2024-10-10,202
Proteins,2024-10-11,187
Proteins,2024-10-12,228
Proteins,2024-10-13,194
Proteins,2024-10-14,200
Proteins,2024-10-15,176
Proteins,2024-10-16,217
Proteins,2024-10-17,204
Proteins,2024-10-18,200
Proteins,2024-10-19,231
Proteins,2024-10-20,200
Proteins,2024-10-21,191
Proteins,2024-10-22,180
Proteins,2024-10-23,215
Proteins,2024-10-24,175
Proteins,2024-10-25,201
Proteins,2024-10-26,230
Proteins,2024-10-27,232
Proteins,2024-10-28,225
Proteins,2024-10-29,195
Proteins,2024-10-30,229
Proteins,2024-10-31,204
Proteins,2024-11-01,192
Proteins,2024-11-02,215
Proteins,2024-11-03,208
Proteins,2024-11-04,188
Proteins,2024-11-05,186
Proteins,2024-11-06,192
Proteins,2024-11-07,196
Proteins,2024-11-08,185
Proteins,2024-11-09,211
Proteins,2024-11-10,230
Proteins,2024-11-11,168
Proteins,2024-11-12,217
Proteins,2024-11-13,189
Proteins,2024-11-14,185
Proteins,2024-11-15,200
Proteins,2024-11-16,202
Proteins,2024-11-17,198
Proteins,2024-11-18,222
Proteins,2024-11-19,191
Proteins,2024-11-20,203
Proteins,2024-11-21,196
Proteins,2024-11-22,196
Proteins,2024-11-23,206
Proteins,2024-11-24,228
Proteins,2024-11-25,195
Proteins,2024-11-26,219
Proteins,2024-11-27,202
Proteins,2024-11-28,211
Proteins,2024-11-29,214
Proteins,2024-11-30,200
Proteins,2024-12-01,217
Proteins,2024-12-02,188
Proteins,2024-12-03,225
Proteins,2024-12-04,206
Proteins,2024-12-05,218
Proteins,2024-12-06,206
Proteins,2024-12-07,222
Proteins,2024-12-08,211
Proteins,2024-12-09,210
Proteins,2024-12-10,215
Proteins,2024-12-11,219
Proteins,2024-12-12,216
Proteins,2024-12-13,194
Proteins,2024-12-14,211
Proteins,2024-12-15,201
Proteins,2024-12-16,173
Proteins,2024-12-17,207
Proteins,2024-12-18,204
Proteins,2024-12-19,227
Proteins,2024-12-20,214
Proteins,2024-12-21,242
Proteins,2024-12-22,203
Proteins,2024-12-23,204
Proteins,2024-12-24,211
Proteins,2024-12-25,184
Proteins,2024-12-26,185
Proteins,2024-12-27,191
Proteins,2024-12-28,226
Proteins,2024-12-29,182
Proteins,2024-12-30,206
Proteins,2024-12-31,209
Proteins,2025-01-01,201
Proteins,2025-01-02,198
Proteins,2025-01-03,191
Proteins,2025-01-04,227
Proteins,2025-01-05,191
Proteins,2025-01-06,216
Proteins,2025-01-07,173
Proteins,2025-01-08,181
Proteins,2025-01-09,210
Proteins,2025-01-10,192
Proteins,2025-01-11,222
Proteins,2025-01-12,221
Proteins,2025-01-13,186
Proteins,2025-01-14,203
Proteins,2025-01-15,190
Proteins,2025-01-16,204
Proteins,2025-01-17,213
Proteins,2025-01-18,227
Proteins,2025-01-19,224
Proteins,2025-01-20,185
Proteins,2025-01-21,194
Proteins,2025-01-22,202
Proteins,2025-01-23,197
Proteins,2025-01-24,200
Proteins,2025-01-25,204
Proteins,2025-01-26,223
Proteins,2025-01-27,217
Proteins,2025-01-28,200
Proteins,2025-01-29,185
Proteins,2025-01-30,180
Proteins,2025-01-31,227
Proteins,2025-02-01,210
Proteins,2025-02-02,207
Proteins,2025-02-03,206
Proteins,2025-02-04,182
Proteins,2025-02-05,180
Proteins,2025-02-06,172
Proteins,2025-02-07,208
Proteins,2025-02-08,225
Proteins,2025-02-09,221
Proteins,2025-02-10,171
Proteins,2025-02-11,215
Proteins,2025-02-12,186
Proteins,2025-02-13,216
Proteins,2025-02-14,189
Proteins,2025-02-15,228
Proteins,2025-02-16,236
Proteins,2025-02-17,180
Proteins,2025-02-18,190
Proteins,2025-02-19,211
Proteins,2025-02-20,207
Proteins,2025-02-21,177
Proteins,2025-02-22,219
Proteins,2025-02-23,220
Proteins,2025-02-24,234
Proteins,2025-02-25,201
Proteins,2025-02-26,183
Proteins,2025-02-27,191
Proteins,2025-02-28,206
Proteins,2025-03-01,247
Proteins,2025-03-02,237
Proteins,2025-03-03,221
Proteins,2025-03-04,176
Proteins,2025-03-05,218
Proteins,2025-03-06,215
Proteins,2025-03-07,214
Proteins,2025-03-08,208
Proteins,2025-03-09,238
Proteins,2025-03-10,207
Proteins,2025-03-11,192
Proteins,2025-03-12,208
Proteins,2025-03-13,187
Proteins,2025-03-14,220
Proteins,2025-03-15,230
Proteins,2025-03-16,226
Proteins,2025-03-17,171
Proteins,2025-03-18,212
Proteins,2025-03-19,218
Proteins,2025-03-20,197
Proteins,2025-03-21,187
Proteins,2025-03-22,279
Proteins,2025-03-23,225
Proteins,2025-03-24,184
Proteins,2025-03-25,211
Proteins,2025-03-26,195
Proteins,2025-03-27,206
Proteins,2025-03-28,183
Proteins,2025-03-29,227
Proteins,2025-03-30,225
Proteins,2025-03-31,189
Proteins,2025-04-01,205
Proteins,2025-04-02,185
Proteins,2025-04-03,202
Proteins,2025-04-04,208
Proteins,2025-04-05,230
Proteins,2025-04-06,228
Proteins,2025-04-07,202
Proteins,2025-04-08,188
Proteins,2025-04-09,201
Proteins,2025-04-10,199
Proteins,2025-04-11,232
Proteins,2025-04-12,246
Proteins,2025-04-13,219
Proteins,2025-04-14,229
Proteins,2025-04-15,217
Proteins,2025-04-16,220
Proteins,2025-04-17,229
Proteins,2025-04-18,200
Proteins,2025-04-19,220
Proteins,2025-04-20,246
Proteins,2025-04-21,205
Proteins,2025-04-22,216
Proteins,2025-04-23,189
Proteins,2025-04-24,219
Proteins,2025-04-25,227
Proteins,2025-04-26,186
Proteins,2025-04-27,231
Proteins,2025-04-28,191
Proteins,2025-04-29,190
Proteins,2025-04-30,208
Proteins,2025-05-01,185
Proteins,2025-05-02,224
Proteins,2025-05-03,224
Proteins,2025-05-04,202
Proteins,2025-05-05,217
Proteins,2025-05-06,183
Proteins,2025-05-07,188
Proteins,2025-05-08,228
Proteins,2025-05-09,205
Proteins,2025-05-10,232
Proteins,2025-05-11,242
Proteins,2025-05-12,204
Proteins,2025-05-13,196
Proteins,2025-05-14,201
Proteins,2025-05-15,207
Proteins,2025-05-16,202
Proteins,2025-05-17,225
Proteins,2025-05-18,223
Proteins,2025-05-19,219
Proteins,2025-05-20,187
Proteins,2025-05-21,178
Proteins,2025-05-22,217
Proteins,2025-05-23,225
Proteins,2025-05-24,240
Proteins,2025-05-25,224
Proteins,2025-05-26,208
Proteins,2025-05-27,204
Proteins,2025-05-28,188
Proteins,2025-05-29,219
Proteins,2025-05-30,221
Proteins,2025-05-31,206
Proteins,2025-06-01,218
Proteins,2025-06-02,189
Proteins,2025-06-03,211
Proteins,2025-06-04,195
Proteins,2025-06-05,213
Proteins,2025-06-06,211
Proteins,2025-06-07,220
Proteins,2025-06-08,243
Proteins,2025-06-09,206
Proteins,2025-06-10,199
Proteins,2025-06-11,195
Proteins,2025-06-12,204
Proteins,2025-06-13,189
Proteins,2025-06-14,224
Proteins,2025-06-15,218
Proteins,2025-06-16,197
Proteins,2025-06-17,250
Proteins,2025-06-18,220
Proteins,2025-06-19,200
Proteins,2025-06-20,208
Proteins,2025-06-21,230
Proteins,2025-06-22,231
Proteins,2025-06-23,213
Proteins,2025-06-24,208
Proteins,2025-06-25,239
Proteins,2025-06-26,194
Proteins,2025-06-27,193
Proteins,2025-06-28,211
Proteins,2025-06-29,252
Proteins,2025-06-30,201
Proteins,2025-07-01,199
Proteins,2025-07-02,206
Proteins,2025-07-03,191
Proteins,2025-07-04,191
Proteins,2025-07-05,233
Proteins,2025-07-06,214
Proteins,2025-07-07,191
Proteins,2025-07-08,224
Proteins,2025-07-09,208
Proteins,2025-07-10,218
Proteins,2025-07-11,198
Proteins,2025-07-12,230
Proteins,2025-07-13,231
Proteins,2025-07-14,217
Proteins,2025-07-15,215
Proteins,2025-07-16,227
Proteins,2025-07-17,219
Proteins,2025-07-18,209
Proteins,2025-07-19,223
Proteins,2025-07-20,225
Proteins,2025-07-21,234
Proteins,2025-07-22,219
Proteins,2025-07-23,211
Proteins,2025-07-24,189
Proteins,2025-07-25,194
Proteins,2025-07-26,229
Proteins,2025-07-27,232
Proteins,2025-07-28,215
Proteins,2025-07-29,198
Proteins,2025-07-30,223
Proteins,2025-07-31,207
Proteins,2025-08-01,223
Proteins,2025-08-02,241
Proteins,2025-08-03,247
Proteins,2025-08-04,191
Proteins,2025-08-05,210
Proteins,2025-08-06,206
Proteins,2025-08-07,223
Proteins,2025-08-08,233
Proteins,2025-08-09,247
Proteins,2025-08-10,234
Proteins,2025-08-11,197
Proteins,2025-08-12,225
Proteins,2025-08-13,198
Proteins,2025-08-14,197
Proteins,2025-08-15,196
Proteins,2025-08-16,233
Proteins,2025-08-17,224
Proteins,2025-08-18,225
Proteins,2025-08-19,191
Proteins,2025-08-20,205
Proteins,2025-08-21,183
Proteins,2025-08-22,200
Proteins,2025-08-23,268
Proteins,2025-08-24,224
Proteins,2025-08-25,228
Proteins,2025-08-26,196
Proteins,2025-08-27,190
Proteins,2025-08-28,195
Proteins,2025-08-29,214
Proteins,2025-08-30,247
Proteins,2025-08-31,231
Proteins,2025-09-01,187
Proteins,2025-09-02,216
Proteins,2025-09-03,200
Proteins,2025-09-04,212
Proteins,2025-09-05,206
Proteins,2025-09-06,241
Proteins,2025-09-07,233
Proteins,2025-09-08,205
Proteins,2025-09-09,206
Proteins,2025-09-10,198
Proteins,2025-09-11,202
Proteins,2025-09-12,238
Proteins,2025-09-13,251
Proteins,2025-09-14,224
Proteins,2025-09-15,235
Proteins,2025-09-16,237
Proteins,2025-09-17,223
Proteins,2025-09-18,199
Proteins,2025-09-19,222
Proteins,2025-09-20,215
Proteins,2025-09-21,243
Proteins,2025-09-22,201
Proteins,2025-09-23,185
Proteins,2025-09-24,197
Proteins,2025-09-25,202
Proteins,2025-09-26,230
Proteins,2025-09-27,243
Proteins,2025-09-28,248
Proteins,2025-09-29,203
Proteins,2025-09-30,208
Proteins,2025-10-01,240
Proteins,2025-10-02,198
Proteins,2025-10-03,192
Proteins,2025-10-04,247
Proteins,2025-10-05,225
Proteins,2025-10-06,235
Proteins,2025-10-07,210
Proteins,2025-10-08,212
Proteins,2025-10-09,201
Proteins,2025-10-10,227
Proteins,2025-10-11,248
Proteins,2025-10-12,232
Proteins,2025-10-13,213
Proteins,2025-10-14,208
Proteins,2025-10-15,212
Proteins,2025-10-16,229
Proteins,2025-10-17,232
Proteins,2025-10-18,235
Proteins,2025-10-19,247
Proteins,2025-10-20,191
Proteins,2025-10-21,214
Proteins,2025-10-22,213
Proteins,2025-10-23,236
Proteins,2025-10-24,223
Proteins,2025-10-25,220
Proteins,2025-10-26,256
Proteins,2025-10-27,194
Proteins,2025-10-28,206
Proteins,2025-10-29,189
Proteins,2025-10-30,209
Proteins,2025-10-31,194
Proteins,2025-11-01,218
Proteins,2025-11-02,234
Proteins,2025-11-03,231
Proteins,2025-11-04,209
Proteins,2025-11-05,223
Proteins,2025-11-06,225
Proteins,2025-11-07,190
Proteins,2025-11-08,228
Proteins,2025-11-09,214
Proteins,2025-11-10,214
Proteins,2025-11-11,204
Proteins,2025-11-12,211
Proteins,2025-11-13,210
Proteins,2025-11-14,204
Proteins,2025-11-15,236
Proteins,2025-11-16,236
Proteins,2025-11-17,190
